Store,Dept,Date,Weekly_Sales,IsHoliday,MA_4
28,18,2010-02-05,4473.0,False,14639.0875
28,40,2010-02-05,57314.56,False,20427.12
28,41,2010-02-05,644.32,False,19464.215
28,42,2010-02-05,6218.09,False,17162.4925
28,44,2010-02-05,4673.85,False,17212.704999999998
28,45,2010-02-05,0.5,False,2884.19
28,46,2010-02-05,21283.84,False,8044.07
28,49,2010-02-05,18116.37,False,11018.64
28,51,2010-02-05,9.42,False,9852.532500000001
2,58,2010-02-05,28454.0,False,16965.9075
28,52,2010-02-05,3554.71,False,12533.625
28,54,2010-02-05,299.0,False,8079.282499999999
28,55,2010-02-05,17459.5,False,12441.8025
28,56,2010-02-05,438.5,False,5437.9275
28,58,2010-02-05,1975.0,False,5043.0
28,59,2010-02-05,941.66,False,5203.665
28,60,2010-02-05,915.2,False,1067.59
28,67,2010-02-05,7970.89,False,2950.6875
28,71,2010-02-05,13825.5,False,5913.3125
2,56,2010-02-05,2024.13,False,6183.93
29,87,2010-02-05,8979.39,False,8199.9775
28,38,2010-02-05,55748.69,False,20144.4275
28,36,2010-02-05,632.0,False,16846.0525
28,19,2010-02-05,2547.83,False,16976.9775
28,20,2010-02-05,10789.16,False,17429.420000000002
28,21,2010-02-05,7313.97,False,5320.740000000002
28,22,2010-02-05,19443.36,False,10023.580000000002
28,23,2010-02-05,34467.26,False,18003.4375
28,24,2010-02-05,10204.96,False,17857.387500000004
28,25,2010-02-05,17179.75,False,20323.832500000004
28,26,2010-02-05,15392.58,False,19311.1375
28,37,2010-02-05,2808.3,False,11396.397500000001
28,27,2010-02-05,1788.0,False,9292.157500000001
28,29,2010-02-05,7473.91,False,6865.697500000002
2,59,2010-02-05,1563.1,False,3408.3275000000017
28,30,2010-02-05,6254.44,False,4269.862500000001
28,31,2010-02-05,3093.21,False,4596.165000000002
28,32,2010-02-05,13194.17,False,6026.230000000001
28,33,2010-02-05,10327.77,False,8217.397500000003
28,34,2010-02-05,27606.78,False,13555.482500000002
28,35,2010-02-05,3227.0,False,13588.93
28,28,2010-02-05,786.91,False,10487.115000000002
2,78,2010-02-05,12.0,False,7908.1725000000015
29,90,2010-02-05,12260.92,False,4071.707500000002
29,92,2010-02-05,27445.55,False,10126.345000000001
31,46,2010-02-05,25122.16,False,16210.157500000001
31,47,2010-02-05,86.0,False,16228.657500000001
31,49,2010-02-05,8672.01,False,15331.430000000002
2,28,2010-02-05,1592.41,False,8868.145000000002
31,51,2010-02-05,34.84,False,2596.315000000003
31,52,2010-02-05,842.92,False,2785.545000000003
31,54,2010-02-05,90.0,False,640.0425000000027
31,55,2010-02-05,11968.58,False,3234.0850000000028
31,56,2010-02-05,681.93,False,3395.857500000003
31,58,2010-02-05,4889.47,False,4407.495000000003
31,59,2010-02-05,745.74,False,4571.430000000003
31,67,2010-02-05,6939.56,False,3314.175000000003
2,27,2010-02-05,3184.5,False,3939.817500000003
31,71,2010-02-05,10822.44,False,5423.060000000003
31,72,2010-02-05,87869.15,False,27203.912500000002
31,74,2010-02-05,18612.51,False,30122.15
31,78,2010-02-05,-12.0,False,29323.025
31,44,2010-02-05,2278.65,False,27187.077500000003
31,42,2010-02-05,4596.97,False,6369.032500000003
31,41,2010-02-05,933.0,False,1949.1550000000038
31,40,2010-02-05,59656.92,False,16866.385000000002
31,23,2010-02-05,17910.47,False,20774.340000000004
31,24,2010-02-05,5192.93,False,20923.33
31,25,2010-02-05,7837.5,False,22649.455
31,26,2010-02-05,7785.61,False,9681.627500000004
31,27,2010-02-05,1960.0,False,5694.010000000004
2,30,2010-02-05,6916.0,False,6124.777500000004
31,28,2010-02-05,1267.58,False,4482.297500000003
31,29,2010-02-05,4305.62,False,3612.3000000000034
31,79,2010-02-05,46736.08,False,14806.320000000003
31,30,2010-02-05,3281.0,False,13897.570000000003
31,32,2010-02-05,7151.45,False,15368.537500000002
31,33,2010-02-05,5852.62,False,15755.287500000004
31,34,2010-02-05,19443.48,False,8932.137500000004
31,35,2010-02-05,2186.0,False,8658.387500000004
2,29,2010-02-05,10322.43,False,9451.132500000003
31,36,2010-02-05,434.0,False,8096.477500000004
31,37,2010-02-05,3738.44,False,4170.217500000003
31,38,2010-02-05,89335.15,False,25957.505
31,31,2010-02-05,2268.0,False,23943.8975
31,22,2010-02-05,13778.67,False,27280.065
31,80,2010-02-05,17785.43,False,30791.8125
31,82,2010-02-05,14356.09,False,12047.047500000004
2,24,2010-02-05,9731.05,False,13912.810000000003
32,8,2010-02-05,25066.17,False,16734.685000000005
32,9,2010-02-05,9313.9,False,14616.802500000003
32,10,2010-02-05,20607.89,False,16179.752500000002
32,11,2010-02-05,13135.58,False,17030.885000000002
32,12,2010-02-05,3023.3,False,11520.167500000003
32,13,2010-02-05,30832.58,False,16899.837500000005
32,14,2010-02-05,12904.32,False,14973.945000000003
32,16,2010-02-05,2294.73,False,12263.732500000004
2,23,2010-02-05,31836.69,False,19467.080000000005
32,17,2010-02-05,11451.62,False,14621.840000000004
32,18,2010-02-05,3633.77,False,12304.202500000003
32,19,2010-02-05,1932.98,False,12213.765000000003
32,20,2010-02-05,3909.98,False,5232.087500000004
32,21,2010-02-05,5383.24,False,3714.9925000000035
32,22,2010-02-05,7133.19,False,4589.8475000000035
32,23,2010-02-05,11844.01,False,7067.605000000003
32,7,2010-02-05,17174.67,False,10383.777500000004
32,6,2010-02-05,2575.02,False,9681.722500000003
32,5,2010-02-05,18110.48,False,12426.045000000002
32,4,2010-02-05,27185.43,False,16261.400000000005
31,83,2010-02-05,9863.08,False,14433.502500000004
2,26,2010-02-05,13414.69,False,17143.420000000006
31,85,2010-02-05,1230.59,False,12923.447500000004
31,87,2010-02-05,7603.59,False,8027.987500000004
31,90,2010-02-05,89807.88,False,28014.187500000007
31,91,2010-02-05,70913.21,False,42388.817500000005
31,92,2010-02-05,129993.58,False,74579.565
31,93,2010-02-05,50856.18,False,85392.71250000001
31,81,2010-02-05,24629.35,False,69098.08000000002
31,94,2010-02-05,61298.99,False,66694.52500000001
31,96,2010-02-05,25386.6,False,40542.780000000006
2,25,2010-02-05,16827.5,False,32035.610000000008
31,97,2010-02-05,29465.3,False,33244.5975
31,98,2010-02-05,10141.32,False,20455.180000000008
31,99,2010-02-05,0.01,False,14108.532500000007
32,1,2010-02-05,22675.43,False,15570.515000000007
32,2,2010-02-05,47365.84,False,20045.650000000005
32,3,2010-02-05,11563.16,False,20401.110000000008
31,95,2010-02-05,111773.67,False,48344.52500000001
31,21,2010-02-05,5375.25,False,44019.48000000001
31,20,2010-02-05,9445.1,False,34539.295000000006
31,19,2010-02-05,36.0,False,31657.50500000001
30,17,2010-02-05,198.01,False,3763.5900000000074
2,37,2010-02-05,4961.19,False,3660.075000000007
30,18,2010-02-05,611.2,False,1451.6000000000072
30,21,2010-02-05,2248.19,False,2004.6475000000073
30,25,2010-02-05,30.25,False,1962.7075000000073
30,28,2010-02-05,131.5,False,755.2850000000074
30,31,2010-02-05,74.96,False,621.2250000000074
30,32,2010-02-05,-12.99,False,55.930000000007276
30,38,2010-02-05,62401.01,False,15648.620000000008
30,40,2010-02-05,24022.09,False,21621.26750000001
2,36,2010-02-05,975.5,False,21846.402500000007
30,42,2010-02-05,68.33,False,21866.73250000001
30,44,2010-02-05,14.29,False,6270.052500000007
30,46,2010-02-05,7854.32,False,2228.110000000007
30,52,2010-02-05,41.26,False,1994.5500000000072
30,55,2010-02-05,10.0,False,1979.9675000000072
30,56,2010-02-05,1.49,False,1976.7675000000072
30,16,2010-02-05,974.31,False,256.76500000000726
30,14,2010-02-05,1134.75,False,530.1375000000073
30,13,2010-02-05,12059.2,False,3542.4375000000073
30,12,2010-02-05,76.89,False,3561.287500000007
29,93,2010-02-05,1147.88,False,3604.6800000000076
29,94,2010-02-05,1.96,False,3321.4825000000073
29,95,2010-02-05,30977.93,False,8051.165000000007
2,40,2010-02-05,96799.15,False,32231.730000000007
29,97,2010-02-05,2529.1,False,32577.035000000007
29,98,2010-02-05,27.5,False,32583.42000000001
30,1,2010-02-05,10158.77,False,27378.630000000005
30,2,2010-02-05,12745.86,False,6365.307500000008
30,59,2010-02-05,277.53,False,5802.415000000008
30,3,2010-02-05,1052.98,False,6058.785000000008
30,5,2010-02-05,318.0,False,3598.5925000000075
30,6,2010-02-05,4.64,False,413.2875000000073
30,7,2010-02-05,434.84,False,452.6150000000073
2,38,2010-02-05,113144.9,False,28475.595000000005
30,8,2010-02-05,13333.96,False,31729.585000000006
30,9,2010-02-05,28.13,False,31735.457500000004
30,10,2010-02-05,178.33,False,31671.330000000005
30,11,2010-02-05,1255.03,False,3698.862500000007
30,4,2010-02-05,14058.94,False,3880.1075000000073
30,60,2010-02-05,915.2,False,4101.875000000007
30,67,2010-02-05,1913.6,False,4535.692500000007
30,72,2010-02-05,79.96,False,4241.925000000007
31,2,2010-02-05,58982.08,False,15472.710000000006
31,3,2010-02-05,10468.51,False,17861.037500000006
31,4,2010-02-05,33778.26,False,25827.202500000007
31,5,2010-02-05,22864.39,False,31523.31000000001
31,6,2010-02-05,4423.87,False,17883.757500000007
31,7,2010-02-05,13422.33,False,18622.212500000005
31,8,2010-02-05,27755.9,False,17116.622500000005
31,9,2010-02-05,8653.6,False,13563.925000000007
31,1,2010-02-05,18187.71,False,17004.885000000006
2,32,2010-02-05,17212.26,False,17952.367500000004
31,11,2010-02-05,12785.85,False,14209.855000000007
31,12,2010-02-05,2740.88,False,12731.675000000005
31,13,2010-02-05,45228.96,False,19491.987500000003
31,14,2010-02-05,19203.82,False,19989.877500000006
31,16,2010-02-05,2561.38,False,17433.760000000006
31,17,2010-02-05,10034.55,False,19257.177500000005
31,18,2010-02-05,3218.6,False,8754.587500000005
2,31,2010-02-05,3840.21,False,4913.685000000006
31,10,2010-02-05,19684.69,False,9194.512500000004
29,91,2010-02-05,5216.77,False,7990.067500000006
30,99,2010-02-05,0.02,False,7185.422500000006
30,98,2010-02-05,3427.09,False,7082.142500000005
2,35,2010-02-05,4216.0,False,3214.9700000000057
30,74,2010-02-05,534.34,False,2044.3625000000056
30,79,2010-02-05,8016.18,False,4048.4025000000056
30,80,2010-02-05,7389.28,False,5038.950000000005
30,81,2010-02-05,12982.66,False,7230.615000000005
30,82,2010-02-05,3185.6,False,7893.430000000005
30,83,2010-02-05,1869.17,False,6356.677500000005
30,85,2010-02-05,7.7,False,4511.282500000006
2,33,2010-02-05,8896.08,False,3489.6375000000053
30,87,2010-02-05,99.48,False,2718.107500000005
30,90,2010-02-05,39189.44,False,12048.175000000007
30,91,2010-02-05,34049.37,False,20558.592500000006
30,92,2010-02-05,61467.01,False,33701.32500000001
30,93,2010-02-05,21888.37,False,39148.54750000001
30,94,2010-02-05,24190.65,False,35398.850000000006
30,95,2010-02-05,47425.92,False,38742.9875
30,96,2010-02-05,16797.04,False,27575.495000000003
30,97,2010-02-05,13894.37,False,25576.995000000006
2,34,2010-02-05,20347.47,False,24616.200000000008
32,24,2010-02-05,3094.47,False,13533.337500000009
27,56,2010-02-05,921.15,False,9564.365000000009
27,55,2010-02-05,14258.35,False,9655.360000000008
24,52,2010-02-05,2220.56,False,5123.632500000007
24,54,2010-02-05,289.0,False,4422.265000000007
24,55,2010-02-05,22071.6,False,9709.877500000006
3,9,2010-02-05,4349.71,False,7232.717500000007
24,56,2010-02-05,1228.0,False,6984.577500000007
24,58,2010-02-05,7204.0,False,8713.327500000007
24,59,2010-02-05,660.84,False,3360.637500000007
24,67,2010-02-05,10972.29,False,5016.2825000000075
24,71,2010-02-05,8098.28,False,6733.852500000007
24,72,2010-02-05,88334.4,False,27016.452500000007
24,74,2010-02-05,15359.18,False,30691.037500000006
24,78,2010-02-05,6.0,False,27949.465000000004
24,79,2010-02-05,24839.18,False,32134.690000000006
3,8,2010-02-05,9556.23,False,12440.147500000006
24,80,2010-02-05,28867.86,False,15817.317500000008
24,81,2010-02-05,25120.01,False,22095.820000000007
24,82,2010-02-05,14601.36,False,19536.365000000005
24,51,2010-02-05,4.36,False,17148.397500000006
24,50,2010-02-05,2030.0,False,10438.932500000008
24,49,2010-02-05,8219.51,False,6213.807500000008
24,46,2010-02-05,14257.1,False,6127.742500000008
24,27,2010-02-05,2615.5,False,6780.527500000007
24,28,2010-02-05,769.01,False,6465.280000000007
24,29,2010-02-05,6465.0,False,6026.652500000007
24,30,2010-02-05,4811.24,False,3665.1875000000073
24,31,2010-02-05,2818.5,False,3715.9375000000073
24,32,2010-02-05,8086.67,False,5545.352500000007
3,11,2010-02-05,4893.73,False,5152.535000000007
24,33,2010-02-05,6868.43,False,5666.832500000008
24,83,2010-02-05,5121.69,False,6242.630000000007
24,34,2010-02-05,14680.82,False,7891.167500000007
24,36,2010-02-05,1183.0,False,6963.485000000008
24,37,2010-02-05,2873.76,False,5964.817500000008
24,38,2010-02-05,67626.61,False,21591.047500000008
24,40,2010-02-05,45441.79,False,29281.290000000008
24,41,2010-02-05,479.83,False,29105.497500000005
24,42,2010-02-05,4894.22,False,29610.612500000007
3,10,2010-02-05,11396.86,False,15553.175000000007
24,44,2010-02-05,4760.81,False,5382.930000000008
24,35,2010-02-05,2363.81,False,5853.925000000007
24,26,2010-02-05,8436.77,False,6739.562500000007
24,85,2010-02-05,1559.47,False,4280.215000000007
24,90,2010-02-05,73435.29,False,21448.835000000006
25,12,2010-02-05,2475.72,False,21476.812500000007
25,13,2010-02-05,26724.4,False,26048.72000000001
25,14,2010-02-05,9731.07,False,28091.620000000006
25,16,2010-02-05,4227.52,False,10789.677500000009
25,17,2010-02-05,10460.55,False,12785.885000000007
25,18,2010-02-05,2624.63,False,6760.942500000007
25,20,2010-02-05,3559.44,False,5218.035000000007
25,21,2010-02-05,5426.1,False,5517.680000000008
3,4,2010-02-05,8495.1,False,5026.317500000007
25,22,2010-02-05,5093.55,False,5643.547500000007
25,23,2010-02-05,12602.69,False,7904.360000000008
25,24,2010-02-05,2466.36,False,7164.425000000008
25,25,2010-02-05,4825.45,False,6247.012500000008
25,26,2010-02-05,4109.06,False,6000.890000000008
25,27,2010-02-05,1501.5,False,3225.592500000007
25,28,2010-02-05,601.57,False,2759.3950000000073
25,29,2010-02-05,2415.68,False,2156.9525000000076
3,5,2010-02-05,15051.48,False,4892.557500000007
25,11,2010-02-05,10613.96,False,7170.672500000007
25,10,2010-02-05,19418.97,False,11875.022500000006
25,9,2010-02-05,7555.15,False,13159.890000000007
24,91,2010-02-05,62290.49,False,24969.64250000001
3,7,2010-02-05,8914.32,False,24544.732500000006
24,92,2010-02-05,135963.44,False,53680.850000000006
24,93,2010-02-05,37476.7,False,61161.2375
24,94,2010-02-05,47535.93,False,57472.59750000001
24,95,2010-02-05,94468.58,False,78861.1625
24,96,2010-02-05,12506.79,False,47997.00000000001
24,97,2010-02-05,19172.76,False,43421.01500000001
24,87,2010-02-05,29333.81,False,38870.485
24,98,2010-02-05,9821.08,False,17708.610000000008
25,2,2010-02-05,34805.34,False,23283.247500000005
3,6,2010-02-05,2181.93,False,19035.540000000008
25,3,2010-02-05,11095.59,False,14475.985000000008
25,4,2010-02-05,19697.53,False,16945.097500000007
25,5,2010-02-05,15513.71,False,12122.190000000006
25,6,2010-02-05,3260.57,False,12391.850000000008
25,7,2010-02-05,11419.75,False,12472.890000000007
25,8,2010-02-05,31702.64,False,15474.167500000007
25,1,2010-02-05,17778.48,False,16040.360000000008
24,25,2010-02-05,9217.21,False,17529.520000000008
3,12,2010-02-05,2353.57,False,15262.975000000008
24,24,2010-02-05,5056.9,False,8601.540000000006
23,44,2010-02-05,10543.74,False,6792.855000000007
23,45,2010-02-05,6.5,False,4490.177500000007
23,46,2010-02-05,35019.3,False,12656.610000000008
23,48,2010-02-05,16.96,False,11396.625000000007
23,49,2010-02-05,27058.26,False,15525.255000000008
3,19,2010-02-05,764.14,False,15714.665000000008
23,50,2010-02-05,8003.0,False,8960.590000000007
23,51,2010-02-05,40.68,False,8966.520000000008
23,52,2010-02-05,3920.97,False,3182.1975000000075
23,54,2010-02-05,611.0,False,3143.9125000000076
23,55,2010-02-05,25338.25,False,7477.725000000008
23,56,2010-02-05,1381.4,False,7812.905000000008
23,58,2010-02-05,830.0,False,7040.162500000008
3,18,2010-02-05,2201.25,False,7437.725000000008
23,59,2010-02-05,1695.79,False,1527.1100000000074
23,67,2010-02-05,15671.17,False,5099.552500000007
23,71,2010-02-05,17511.99,False,9270.050000000008
23,42,2010-02-05,9728.33,False,11151.820000000009
23,41,2010-02-05,953.83,False,10966.330000000009
23,40,2010-02-05,74553.22,False,25686.84250000001
23,38,2010-02-05,45776.67,False,32753.012500000008
23,21,2010-02-05,9461.72,False,32686.360000000008
23,22,2010-02-05,19927.7,False,37429.82750000001
23,23,2010-02-05,38726.8,False,28473.222500000007
23,24,2010-02-05,9203.73,False,19329.987500000007
23,25,2010-02-05,14571.5,False,20607.432500000006
23,26,2010-02-05,14785.22,False,19321.812500000007
23,27,2010-02-05,4285.21,False,10711.415000000006
3,21,2010-02-05,1228.56,False,8717.622500000007
23,72,2010-02-05,104395.84,False,31173.707500000008
23,28,2010-02-05,1322.6,False,27808.05250000001
23,30,2010-02-05,9751.5,False,29174.62500000001
23,31,2010-02-05,5633.46,False,30275.850000000006
23,32,2010-02-05,11101.34,False,6952.225000000008
23,33,2010-02-05,10369.1,False,9213.850000000008
23,34,2010-02-05,28361.1,False,13866.250000000007
23,35,2010-02-05,4516.0,False,13586.885000000007
23,36,2010-02-05,1652.0,False,11224.550000000007
3,20,2010-02-05,1771.44,False,9075.135000000007
23,29,2010-02-05,9633.78,False,4393.305000000008
23,74,2010-02-05,32081.02,False,11284.560000000009
23,78,2010-02-05,12.0,False,10874.560000000009
23,79,2010-02-05,35265.03,False,19247.957500000008
24,6,2010-02-05,3871.57,False,17807.40500000001
24,7,2010-02-05,21877.81,False,15256.602500000008
24,8,2010-02-05,53635.06,False,28662.367500000008
24,9,2010-02-05,10778.15,False,22540.647500000006
24,10,2010-02-05,20299.98,False,26647.750000000007
24,11,2010-02-05,16548.01,False,25315.300000000007
24,12,2010-02-05,2986.85,False,12653.247500000007
24,13,2010-02-05,32000.33,False,17958.792500000007
3,14,2010-02-05,4615.67,False,14037.715000000007
24,14,2010-02-05,19140.84,False,14685.922500000008
24,16,2010-02-05,5874.16,False,15407.750000000007
24,17,2010-02-05,17199.99,False,11707.665000000008
24,18,2010-02-05,3075.72,False,11322.677500000007
24,19,2010-02-05,152.76,False,6575.657500000007
24,20,2010-02-05,6041.15,False,6617.405000000006
24,21,2010-02-05,6748.14,False,4004.4425000000065
24,22,2010-02-05,14347.05,False,6822.275000000007
24,23,2010-02-05,21506.07,False,12160.602500000006
3,13,2010-02-05,11747.06,False,13587.080000000005
25,30,2010-02-05,2136.43,False,12434.152500000006
24,5,2010-02-05,34825.51,False,17553.76750000001
24,3,2010-02-05,10434.68,False,14785.920000000007
23,81,2010-02-05,10280.33,False,14419.237500000008
23,82,2010-02-05,17811.67,False,18338.047500000008
3,17,2010-02-05,3163.43,False,10422.527500000007
23,83,2010-02-05,382.64,False,7909.517500000007
23,85,2010-02-05,4474.62,False,6458.0900000000065
23,87,2010-02-05,28917.12,False,9234.452500000007
23,90,2010-02-05,20858.9,False,13658.320000000007
23,91,2010-02-05,9625.95,False,15969.147500000006
24,4,2010-02-05,28346.73,False,21937.175000000007
23,92,2010-02-05,51295.23,False,27531.702500000007
23,94,2010-02-05,13.72,False,22320.40750000001
23,95,2010-02-05,56494.17,False,34037.46250000001
3,16,2010-02-05,3701.57,False,27876.172500000008
23,96,2010-02-05,7961.4,False,17042.715000000007
23,97,2010-02-05,4830.81,False,18246.987500000007
23,98,2010-02-05,257.75,False,4187.882500000007
24,1,2010-02-05,17309.89,False,7589.962500000007
24,2,2010-02-05,39205.74,False,15401.047500000006
23,93,2010-02-05,1206.27,False,14494.912500000006
2,79,2010-02-05,48139.99,False,26465.472500000003
3,3,2010-02-05,4710.29,False,23315.572500000006
25,32,2010-02-05,3325.31,False,14345.465000000006
26,91,2010-02-05,47091.73,False,25816.83000000001
26,92,2010-02-05,91402.2,False,36632.38250000001
26,93,2010-02-05,26162.18,False,41995.355
26,94,2010-02-05,40096.62,False,51188.18250000001
26,95,2010-02-05,68317.57,False,56494.642500000016
2,87,2010-02-05,36792.81,False,42842.29500000001
26,96,2010-02-05,15265.19,False,40118.04750000001
26,97,2010-02-05,14972.7,False,33837.06750000001
26,98,2010-02-05,8799.27,False,18957.492500000008
27,1,2010-02-05,32313.79,False,17837.73750000001
27,2,2010-02-05,77641.29,False,33431.762500000004
27,3,2010-02-05,18338.29,False,34273.16
27,4,2010-02-05,43921.8,False,43053.7925
27,5,2010-02-05,30363.63,False,42566.2525
2,85,2010-02-05,4311.13,False,24233.71250000001
27,6,2010-02-05,6045.13,False,21160.422500000008
27,7,2010-02-05,25820.69,False,16635.145000000008
26,90,2010-02-05,59430.2,False,23901.787500000006
26,87,2010-02-05,12032.27,False,25832.07250000001
26,85,2010-02-05,1530.08,False,24703.31000000001
26,83,2010-02-05,3269.78,False,19065.582500000008
26,46,2010-02-05,8395.57,False,6306.9250000000075
26,49,2010-02-05,4501.47,False,4424.225000000008
26,51,2010-02-05,3.5,False,4042.580000000007
26,52,2010-02-05,1938.76,False,3709.825000000007
26,54,2010-02-05,-34.0,False,1602.4325000000074
26,55,2010-02-05,11661.31,False,3392.392500000007
26,56,2010-02-05,584.1,False,3537.5425000000073
2,91,2010-02-05,88433.59,False,25161.250000000007
27,8,2010-02-05,50534.0,False,37803.25000000001
26,59,2010-02-05,397.56,False,34987.31250000001
